3108596	https://diabimmune.broadinstitute.org/diabimmune/data/20/G80124_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G80124_R2.fastq.gz
3114327	https://diabimmune.broadinstitute.org/diabimmune/data/20/G79049_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G79049_R2.fastq.gz
3106237	https://diabimmune.broadinstitute.org/diabimmune/data/20/G78999_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G78999_R2.fastq.gz
3106384	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45069_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45069_R2.fastq.gz
3101140	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45078_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45078_R2.fastq.gz
3113118	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45117_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45117_R2.fastq.gz
3113114	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45118_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45118_R2.fastq.gz
3113627	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45119_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45119_R2.fastq.gz
3113111	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45120_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G45120_R2.fastq.gz
3000110	https://diabimmune.broadinstitute.org/diabimmune/data/20/G79041_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G79041_R2.fastq.gz
3113069	https://diabimmune.broadinstitute.org/diabimmune/data/20/G80162_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G80162_R2.fastq.gz
3101279	https://diabimmune.broadinstitute.org/diabimmune/data/20/G78966_R1.fastq.gz	https://diabimmune.broadinstitute.org/diabimmune/data/20/G78966_R2.fastq.gz
